States,Year,CAUSE,Male,Female,Total,Lat,Long
ASSAM,2010,Jeep (Government),3,0,3,26.7499809,94.21666744
ASSAM,2010,Jeep (Private),51,11,62,26.7499809,94.21666744
ASSAM,2010,Car (Government),0,0,0,26.7499809,94.21666744
ASSAM,2010,Car (Private),357,80,437,26.7499809,94.21666744
ASSAM,2010,Three Wheeler,85,20,105,26.7499809,94.21666744
ASSAM,2010,Two Wheeler,246,38,284,26.7499809,94.21666744
ASSAM,2010,Bicycle,63,3,66,26.7499809,94.21666744
ASSAM,2010,Pedestrian,59,5,64,26.7499809,94.21666744
ASSAM,2010,Others (Please Specify),34,9,43,26.7499809,94.21666744
ASSAM,2011,Truck/Lorry (Government),0,0,0,26.7499809,94.21666744
ASSAM,2011,Truck/Lorry (Private),528,27,555,26.7499809,94.21666744
ASSAM,2011,Bus (Government),0,0,0,26.7499809,94.21666744
ASSAM,2011,Bus (Private),277,54,331,26.7499809,94.21666744
ASSAM,2011,Tempo/Vans (Government),0,0,0,26.7499809,94.21666744
ASSAM,2011,Tempo/Vans (Private),58,15,73,26.7499809,94.21666744
ASSAM,2011,Jeep (Government),1,0,1,26.7499809,94.21666744
ASSAM,2011,Jeep (Private),38,13,51,26.7499809,94.21666744
ASSAM,2011,Car (Government),0,0,0,26.7499809,94.21666744
ASSAM,2011,Car (Private),491,86,577,26.7499809,94.21666744
ASSAM,2011,Three Wheeler,62,8,70,26.7499809,94.21666744
ASSAM,2011,Two Wheeler,345,41,386,26.7499809,94.21666744
ASSAM,2011,Bicycle,38,2,40,26.7499809,94.21666744
ASSAM,2011,Pedestrian,53,4,57,26.7499809,94.21666744
ASSAM,2011,Others (Please Specify),173,28,201,26.7499809,94.21666744
ASSAM,2012,Truck/Lorry (Government),0,0,0,26.7499809,94.21666744
ASSAM,2012,Truck/Lorry (Private),427,28,455,26.7499809,94.21666744
ASSAM,2012,Bus (Government),1,0,1,26.7499809,94.21666744
ASSAM,2012,Bus (Private),202,57,259,26.7499809,94.21666744
ASSAM,2012,Tempo/Vans (Government),0,0,0,26.7499809,94.21666744
ASSAM,2012,Tempo/Vans (Private),74,13,87,26.7499809,94.21666744
ASSAM,2012,Jeep (Government),0,0,0,26.7499809,94.21666744
ASSAM,2012,Jeep (Private),58,6,64,26.7499809,94.21666744
ASSAM,2012,Car (Government),11,0,11,26.7499809,94.21666744
ASSAM,2012,Car (Private),343,45,388,26.7499809,94.21666744
ASSAM,2012,Three Wheeler,71,4,75,26.7499809,94.21666744
ASSAM,2012,Two Wheeler,428,42,470,26.7499809,94.21666744
ASSAM,2012,Bicycle,51,4,55,26.7499809,94.21666744
ASSAM,2012,Pedestrian,92,4,96,26.7499809,94.21666744
ASSAM,2012,Others (Please Specify),315,15,330,26.7499809,94.21666744
BIHAR,2001,Truck/Lorry (Government),15,10,25,25.78541445,87.4799727
BIHAR,2001,Truck/Lorry (Private),633,119,752,25.78541445,87.4799727
BIHAR,2001,Bus (Government),6,0,6,25.78541445,87.4799727
BIHAR,2001,Bus (Private),370,94,464,25.78541445,87.4799727
BIHAR,2001,Tempo/Vans (Government),0,0,0,25.78541445,87.4799727
BIHAR,2001,Tempo/Vans (Private),86,28,114,25.78541445,87.4799727
BIHAR,2001,Jeep (Government),6,0,6,25.78541445,87.4799727
BIHAR,2001,Jeep (Private),227,38,265,25.78541445,87.4799727
BIHAR,2001,Car (Government),0,0,0,25.78541445,87.4799727
BIHAR,2001,Car (Private),79,20,99,25.78541445,87.4799727
BIHAR,2001,Three Wheeler,23,7,30,25.78541445,87.4799727
BIHAR,2001,Two Wheeler,120,10,130,25.78541445,87.4799727
BIHAR,2001,Bicycle,18,1,19,25.78541445,87.4799727
BIHAR,2001,Pedestrian,13,4,17,25.78541445,87.4799727
BIHAR,2001,Others (Please Specify),298,45,343,25.78541445,87.4799727
BIHAR,2002,Truck/Lorry (Government),2,0,2,25.78541445,87.4799727
BIHAR,2002,Truck/Lorry (Private),485,78,563,25.78541445,87.4799727
BIHAR,2002,Bus (Government),46,6,52,25.78541445,87.4799727
BIHAR,2002,Bus (Private),314,66,380,25.78541445,87.4799727
BIHAR,2002,Tempo/Vans (Government),2,0,2,25.78541445,87.4799727
BIHAR,2002,Tempo/Vans (Private),119,35,154,25.78541445,87.4799727
BIHAR,2002,Jeep (Government),5,3,8,25.78541445,87.4799727
BIHAR,2002,Jeep (Private),256,60,316,25.78541445,87.4799727
BIHAR,2002,Car (Government),1,0,1,25.78541445,87.4799727
BIHAR,2002,Car (Private),82,15,97,25.78541445,87.4799727
BIHAR,2002,Three Wheeler,47,9,56,25.78541445,87.4799727
BIHAR,2002,Two Wheeler,96,8,104,25.78541445,87.4799727
BIHAR,2002,Bicycle,17,3,20,25.78541445,87.4799727
BIHAR,2002,Pedestrian,40,2,42,25.78541445,87.4799727
BIHAR,2002,Others (Please Specify),289,58,347,25.78541445,87.4799727
BIHAR,2003,Truck/Lorry (Government),72,5,77,25.78541445,87.4799727
BIHAR,2003,Truck/Lorry (Private),562,84,646,25.78541445,87.4799727
BIHAR,2003,Bus (Government),10,0,10,25.78541445,87.4799727
BIHAR,2003,Bus (Private),215,45,260,25.78541445,87.4799727
BIHAR,2003,Tempo/Vans (Government),10,0,10,25.78541445,87.4799727
BIHAR,2003,Tempo/Vans (Private),171,39,210,25.78541445,87.4799727
BIHAR,2003,Jeep (Government),17,0,17,25.78541445,87.4799727
BIHAR,2003,Jeep (Private),249,70,319,25.78541445,87.4799727
BIHAR,2003,Car (Government),2,0,2,25.78541445,87.4799727
BIHAR,2003,Car (Private),87,25,112,25.78541445,87.4799727
BIHAR,2003,Three Wheeler,41,8,49,25.78541445,87.4799727
BIHAR,2003,Two Wheeler,131,18,149,25.78541445,87.4799727
BIHAR,2003,Bicycle,31,3,34,25.78541445,87.4799727
BIHAR,2003,Pedestrian,70,14,84,25.78541445,87.4799727
BIHAR,2003,Others (Please Specify),191,23,214,25.78541445,87.4799727
BIHAR,2004,Truck/Lorry (Government),11,9,20,25.78541445,87.4799727
BIHAR,2004,Truck/Lorry (Private),456,101,557,25.78541445,87.4799727
BIHAR,2004,Bus (Government),9,1,10,25.78541445,87.4799727
BIHAR,2004,Bus (Private),242,66,308,25.78541445,87.4799727
BIHAR,2004,Tempo/Vans (Government),1,0,1,25.78541445,87.4799727
BIHAR,2004,Tempo/Vans (Private),147,39,186,25.78541445,87.4799727
BIHAR,2004,Jeep (Government),5,2,7,25.78541445,87.4799727
BIHAR,2004,Jeep (Private),250,69,319,25.78541445,87.4799727
BIHAR,2004,Car (Government),3,0,3,25.78541445,87.4799727
BIHAR,2004,Car (Private),78,27,105,25.78541445,87.4799727
BIHAR,2004,Three Wheeler,22,2,24,25.78541445,87.4799727
BIHAR,2004,Two Wheeler,89,18,107,25.78541445,87.4799727
BIHAR,2004,Bicycle,27,0,27,25.78541445,87.4799727
BIHAR,2004,Pedestrian,79,29,108,25.78541445,87.4799727
BIHAR,2004,Others (Please Specify),241,76,317,25.78541445,87.4799727
BIHAR,2005,Truck/Lorry (Government),28,9,37,25.78541445,87.4799727
BIHAR,2005,Truck/Lorry (Private),437,67,504,25.78541445,87.4799727
BIHAR,2005,Bus (Government),40,6,46,25.78541445,87.4799727
BIHAR,2005,Bus (Private),260,61,321,25.78541445,87.4799727
BIHAR,2005,Tempo/Vans (Government),17,1,18,25.78541445,87.4799727
BIHAR,2005,Tempo/Vans (Private),71,26,97,25.78541445,87.4799727
BIHAR,2005,Jeep (Government),8,2,10,25.78541445,87.4799727
BIHAR,2005,Jeep (Private),230,77,307,25.78541445,87.4799727
BIHAR,2005,Car (Government),18,0,18,25.78541445,87.4799727
BIHAR,2005,Car (Private),100,24,124,25.78541445,87.4799727
BIHAR,2005,Three Wheeler,52,10,62,25.78541445,87.4799727
BIHAR,2005,Two Wheeler,87,14,101,25.78541445,87.4799727
BIHAR,2005,Bicycle,36,1,37,25.78541445,87.4799727
BIHAR,2005,Pedestrian,35,9,44,25.78541445,87.4799727
BIHAR,2005,Others (Please Specify),365,57,422,25.78541445,87.4799727
BIHAR,2006,Truck/Lorry (Government),17,7,24,25.78541445,87.4799727
BIHAR,2006,Truck/Lorry (Private),460,73,533,25.78541445,87.4799727
BIHAR,2006,Bus (Government),28,2,30,25.78541445,87.4799727
BIHAR,2006,Bus (Private),270,67,337,25.78541445,87.4799727
BIHAR,2006,Tempo/Vans (Government),9,2,11,25.78541445,87.4799727
BIHAR,2006,Tempo/Vans (Private),231,40,271,25.78541445,87.4799727
BIHAR,2006,Jeep (Government),18,10,28,25.78541445,87.4799727
BIHAR,2006,Jeep (Private),197,37,234,25.78541445,87.4799727
BIHAR,2006,Car (Government),29,2,31,25.78541445,87.4799727
BIHAR,2006,Car (Private),77,28,105,25.78541445,87.4799727
BIHAR,2006,Three Wheeler,32,8,40,25.78541445,87.4799727
BIHAR,2006,Two Wheeler,131,23,154,25.78541445,87.4799727
BIHAR,2006,Bicycle,60,4,64,25.78541445,87.4799727
BIHAR,2006,Pedestrian,45,11,56,25.78541445,87.4799727
BIHAR,2006,Others (Please Specify),248,65,313,25.78541445,87.4799727
BIHAR,2007,Truck/Lorry (Government),2,3,5,25.78541445,87.4799727
BIHAR,2007,Truck/Lorry (Private),571,88,659,25.78541445,87.4799727
BIHAR,2007,Bus (Government),12,13,25,25.78541445,87.4799727
BIHAR,2007,Bus (Private),323,92,415,25.78541445,87.4799727
BIHAR,2007,Tempo/Vans (Government),2,0,2,25.78541445,87.4799727
BIHAR,2007,Tempo/Vans (Private),160,57,217,25.78541445,87.4799727
BIHAR,2007,Jeep (Government),13,10,23,25.78541445,87.4799727
BIHAR,2007,Jeep (Private),316,82,398,25.78541445,87.4799727
BIHAR,2007,Car (Government),10,6,16,25.78541445,87.4799727
BIHAR,2007,Car (Private),100,42,142,25.78541445,87.4799727
BIHAR,2007,Three Wheeler,122,33,155,25.78541445,87.4799727
BIHAR,2007,Two Wheeler,202,47,249,25.78541445,87.4799727
BIHAR,2007,Bicycle,61,4,65,25.78541445,87.4799727
BIHAR,2007,Pedestrian,66,35,101,25.78541445,87.4799727
BIHAR,2007,Others (Please Specify),243,89,332,25.78541445,87.4799727
BIHAR,2008,Truck/Lorry (Government),6,4,10,25.78541445,87.4799727
BIHAR,2008,Truck/Lorry (Private),701,153,854,25.78541445,87.4799727
BIHAR,2008,Bus (Government),12,1,13,25.78541445,87.4799727
BIHAR,2008,Bus (Private),301,51,352,25.78541445,87.4799727
BIHAR,2008,Tempo/Vans (Government),8,2,10,25.78541445,87.4799727
BIHAR,2008,Tempo/Vans (Private),185,40,225,25.78541445,87.4799727
BIHAR,2008,Jeep (Government),30,8,38,25.78541445,87.4799727
BIHAR,2008,Jeep (Private),388,87,475,25.78541445,87.4799727
BIHAR,2008,Car (Government),1,1,2,25.78541445,87.4799727
BIHAR,2008,Car (Private),103,21,124,25.78541445,87.4799727
BIHAR,2008,Three Wheeler,82,18,100,25.78541445,87.4799727
BIHAR,2008,Two Wheeler,363,36,399,25.78541445,87.4799727
BIHAR,2008,Bicycle,52,5,57,25.78541445,87.4799727
BIHAR,2008,Pedestrian,92,23,115,25.78541445,87.4799727
BIHAR,2008,Others (Please Specify),630,67,697,25.78541445,87.4799727
BIHAR,2009,Truck/Lorry (Government),53,17,70,25.78541445,87.4799727
BIHAR,2009,Truck/Lorry (Private),852,140,992,25.78541445,87.4799727
BIHAR,2009,Bus (Government),49,10,59,25.78541445,87.4799727
BIHAR,2009,Bus (Private),329,86,415,25.78541445,87.4799727
BIHAR,2009,Tempo/Vans (Government),36,0,36,25.78541445,87.4799727
BIHAR,2009,Tempo/Vans (Private),341,77,418,25.78541445,87.4799727
BIHAR,2009,Jeep (Government),3,1,4,25.78541445,87.4799727
BIHAR,2009,Jeep (Private),435,111,546,25.78541445,87.4799727
BIHAR,2009,Car (Government),6,0,6,25.78541445,87.4799727
BIHAR,2009,Car (Private),158,30,188,25.78541445,87.4799727
BIHAR,2009,Three Wheeler,95,53,148,25.78541445,87.4799727
BIHAR,2009,Two Wheeler,355,48,403,25.78541445,87.4799727
BIHAR,2009,Bicycle,67,12,79,25.78541445,87.4799727
BIHAR,2009,Pedestrian,220,58,278,25.78541445,87.4799727
